wave_num,S31-1,S31-2,S31-3,S31-4,S31-5,S31-6,S32-1,S32-2,S32-3,S32-4,S32-5,S32-6,S34-1,S34-2,S34-3,S34-4,S34-5,S34-6,S35-1,S35-2,S35-3,S35-4,S35-5,S35-6,S36-1,S36-2,S36-3,S36-4,S36-5,S36-6,S37-1,S37-2,S37-3,S37-4,S37-5,S37-6,S38-1,S38-2,S38-3,S38-4,S38-5,S38-6,S39-1,S39-2,S39-3,S39-4,S39-5,S39-6,S41-1,S41-2,S41-3,S41-4,S41-5,S41-6,S42-1,S42-2,S42-3,S42-4,S42-5,S42-6,S45-1,S45-2,S45-3,S45-4,S45-5,S45-6,S50-1,S50-2,S50-3,S50-4,S50-5,S50-6,S54-1,S54-2,S54-3,S54-4,S54-5,S54-6,S55-1,S55-2,S55-3,S55-4,S55-5,S55-6,S57-1,S57-2,S57-3,S57-4,S57-5,S57-6,S58-1,S58-2,S58-3,S58-4,S58-5,S58-6,S62-1,S62-2,S62-3,S62-4,S62-5,S62-6,S64-1,S64-2,S64-3,S64-4,S64-5,S64-6,S69-1,S69-2,S69-3,S69-4,S69-5,S69-6,S70-1,S70-2,S70-3,S70-4,S70-5,S70-6
5.974711071,2.57627,2.5074,2.89461,2.48437,2.78764,2.37912,3.15517,2.79028,2.75634,3.02263,2.72677,2.3861,1.77463,1.79092,1.79231,1.80108,1.76697,1.7929,2.253,2.19014,2.21381,2.2862,2.21941,2.35597,2.48266,2.70905,2.48426,2.79351,2.49133,2.43411,2.37704,2.4049,2.51285,2.78677,2.46612,2.66785,2.76942,2.29299,2.55441,2.57755,2.69959,2.58431,1.32543,1.33572,1.31939,1.32754,1.32538,1.33706,2.27761,2.31067,2.48078,2.17927,2.47018,2.29737,2.57082,2.73213,2.42166,2.62865,2.8623,2.70078,2.28742,2.28309,2.37672,2.36723,2.28461,2.33277,1.35352,1.36693,1.37655,1.38658,1.35931,1.34478,2.64019,2.67748,2.64229,2.53073,2.49799,2.59132,2.40428,2.73656,2.29103,2.89547,2.42703,2.76354,1.02289,1.03249,1.02576,1.02031,1.02389,1.02094,2.66723,2.41727,2.61803,2.55729,2.61801,2.66785,0.81329,0.82078,0.82587,0.81719,0.81939,0.81499,0.89351,0.89178,0.89853,0.88404,0.88753,0.89475,2.77668,3.01896,2.90647,2.69045,2.66985,2.66353,0.9117,0.91628,0.91801,0.91277,0.90553,0.90865
5.960244524,2.64935,2.66962,2.75506,2.52427,2.891,2.36339,2.88352,2.77737,3.00226,3.03651,2.72958,2.45281,1.77971,1.82603,1.80282,1.81641,1.78254,1.75532,2.26083,2.13687,2.21006,2.23561,2.38234,2.29299,2.5242,2.57934,2.44353,2.91583,2.48763,2.71869,2.40872,2.38793,2.49935,2.78667,2.69427,2.64769,2.61462,2.24195,2.80488,2.62663,2.80879,2.53067,1.32589,1.33977,1.31652,1.32733,1.32113,1.32054,2.33214,2.40562,2.56632,2.17343,2.46609,2.29511,2.40372,2.78182,2.67673,2.62742,2.78213,2.59294,2.22534,2.19494,2.26979,2.32019,2.25774,2.23743,1.34192,1.37203,1.37548,1.38703,1.36279,1.34244,2.87707,2.59388,2.53211,2.60673,2.56409,2.52067,2.37853,2.83845,2.13371,2.8375,2.45668,2.78274,1.03088,1.04037,1.03239,1.02506,1.02593,1.02612,2.76453,2.37985,2.72363,2.55581,2.82121,2.81944,0.82084,0.82821,0.83304,0.82544,0.82428,0.82273,0.90477,0.89749,0.90719,0.89326,0.89605,0.90501,2.83934,2.80424,2.81795,2.93189,2.60304,2.96113,0.91581,0.92562,0.92359,0.92116,0.9149,0.91308
5.945777978,2.76628,2.75725,2.70919,2.68713,2.49134,2.55837,2.82132,2.92103,2.73663,3.02081,2.82675,2.45115,1.76142,1.83826,1.80082,1.85486,1.79003,1.74356,2.01767,2.11517,2.2041,2.18458,2.33812,2.17933,2.63491,2.5574,2.38344,2.81782,2.41738,2.87216,2.5188,2.48767,2.44634,2.58524,2.94699,2.82087,2.45066,2.19235,2.52471,2.61663,3.03126,2.58353,1.3345,1.34166,1.31741,1.32584,1.3159,1.30963,2.19814,2.40388,2.72602,2.2271,2.45765,2.31512,2.40538,2.66924,2.86229,2.46283,3.14929,2.60729,2.15032,2.1943,2.16754,2.35344,2.2175,2.14451,1.347,1.37609,1.36669,1.37933,1.36936,1.35237,2.99584,2.58542,2.49747,2.58272,2.82458,2.43629,2.41274,2.72185,2.12237,2.56816,2.45075,2.62524,1.03843,1.04969,1.03973,1.03024,1.02867,1.03309,2.74567,2.38341,3.04536,2.65787,2.93163,2.86114,0.83259,0.8363,0.84166,0.83757,0.83175,0.83197,0.91713,0.9064,0.91637,0.90853,0.9065,0.91456,2.60781,2.74529,2.78411,3.17551,2.67371,2.88111,0.92203,0.93257,0.92866,0.92899,0.92867,0.91895
5.931311431,2.73175,2.64169,2.61546,2.79661,2.31696,2.81356,3.24061,2.89004,2.80107,2.75865,2.75323,2.3791,1.76692,1.82644,1.79272,1.86754,1.79263,1.76133,1.99307,2.07803,2.24362,2.15234,2.20278,2.10138,2.72923,2.72852,2.46037,2.79412,2.38567,2.59968,2.60333,2.57189,2.3888,2.47026,2.74685,2.74637,2.45222,2.09468,2.46158,2.60506,2.83463,2.64253,1.34412,1.35223,1.32061,1.32542,1.32394,1.31115,2.0879,2.36214,2.56756,2.28056,2.4638,2.33085,2.47687,2.33471,2.52433,2.42289,2.78513,2.94024,2.14504,2.21471,2.14618,2.46081,2.23284,2.13102,1.35878,1.36788,1.3593,1.37633,1.36751,1.36119,2.78984,2.59959,2.52838,2.48442,2.70629,2.38793,2.49217,2.72069,2.14825,2.50738,2.48317,2.54821,1.04551,1.05719,1.04752,1.04038,1.03807,1.0429,2.6798,2.57247,3.06857,2.61398,2.85648,3.06465,0.84461,0.84414,0.8513,0.85232,0.84285,0.84273,0.92882,0.91834,0.92803,0.92738,0.91837,0.9239,2.58814,2.69666,2.68992,3.07419,2.88009,2.69896,0.93063,0.93922,0.93584,0.93791,0.93911,0.93287
5.916844884,2.64957,2.67181,2.52298,2.72985,2.31392,2.62534,2.91064,2.7009,2.81372,2.74192,2.65912,2.36138,1.78719,1.81923,1.79695,1.8071,1.80054,1.7866,2.16643,2.0689,2.28242,2.16388,2.15082,2.13987,2.50439,2.84365,2.39405,2.77014,2.49047,2.39152,2.49872,2.59584,2.46609,2.5098,2.59628,2.50194,2.66012,2.07637,2.46219,2.72294,2.50066,2.63646,1.35698,1.35883,1.32977,1.32844,1.33684,1.31777,2.09429,2.26566,2.48877,2.2623,2.46043,2.29876,2.56219,2.25027,2.32433,2.46884,2.50422,3.19099,2.28417,2.24702,2.14645,2.48251,2.27345,2.20203,1.35786,1.3557,1.36585,1.37868,1.36052,1.3624,2.71817,2.63243,2.44128,2.43054,2.64662,2.42919,2.78672,2.79618,2.11571,2.56871,2.52704,2.54356,1.05571,1.06564,1.05806,1.0594,1.05583,1.05627,2.58896,2.86398,2.6899,2.74332,2.74853,2.87321,0.85752,0.85306,0.86224,0.86515,0.85496,0.8551,0.94018,0.93394,0.94191,0.94389,0.93471,0.93669,2.70204,2.64202,2.86895,2.89316,2.93386,2.54823,0.93951,0.94877,0.94687,0.94998,0.94578,0.95221
5.902378038,2.59778,2.629,2.52396,2.59897,2.38892,2.46517,2.95809,2.68822,2.79177,2.68183,2.65223,2.40877,1.77237,1.82705,1.794,1.74516,1.78001,1.79843,2.26198,2.11511,2.18518,2.15903,2.20575,2.22619,2.46963,2.67721,2.26922,2.69837,2.65796,2.44405,2.51437,2.46301,2.63757,2.61112,2.60366,2.36243,2.53704,2.13208,2.59262,2.76454,2.31724,2.61451,1.36773,1.3599,1.34497,1.33435,1.34027,1.32438,2.20459,2.19365,2.30775,2.20494,2.4198,2.21829,3.1103,2.29562,2.23329,2.46056,2.53758,3.21981,2.47491,2.1738,2.12453,2.36968,2.23404,2.29026,1.34642,1.35266,1.37249,1.37703,1.35632,1.35794,2.60659,2.63336,2.3143,2.50413,2.65917,2.53679,3.02712,2.66887,2.10699,2.51315,2.4943,2.49775,1.07107,1.07803,1.07285,1.08101,1.07129,1.07242,2.77226,2.87731,2.52775,2.79828,2.5955,2.86507,0.87345,0.86414,0.87284,0.8727,0.86417,0.86703,0.9551,0.95124,0.95633,0.95842,0.95425,0.95381,3.18614,2.65276,3.18168,3.21856,2.72671,2.48878,0.94965,0.96256,0.95986,0.96423,0.95523,0.96795
5.887911491,2.57529,2.64367,2.54684,2.3972,2.38568,2.36601,3.16973,2.84513,2.73106,2.54637,2.75443,2.46139,1.75144,1.83845,1.77716,1.73855,1.74058,1.78845,2.11425,2.17416,2.11633,2.08624,2.28714,2.19955,2.39868,2.82171,2.29199,2.69598,2.824,2.49777,2.48223,2.43444,2.75729,2.68998,2.44241,2.32674,2.37952,2.15442,2.6862,2.72924,2.34853,2.5859,1.35846,1.3743,1.35664,1.34177,1.34101,1.33067,2.4558,2.26068,2.19498,2.25622,2.33244,2.14672,2.84062,2.39974,2.2125,2.42376,2.78357,3.03354,2.452,2.04972,2.15957,2.27909,2.1511,2.33959,1.33714,1.36006,1.37182,1.37028,1.36257,1.35063,2.61939,2.61982,2.3098,2.60493,2.61446,2.64662,2.94468,2.58267,2.14829,2.49041,2.47709,2.43628,1.09046,1.09237,1.08741,1.09553,1.08051,1.08719,2.71485,2.70452,2.57779,3.0145,2.51641,3.05253,0.88851,0.8778,0.88268,0.88031,0.87281,0.87668,0.97442,0.967,0.97195,0.97495,0.97072,0.9702,2.74319,2.68319,2.95612,3.06596,2.81029,2.63101,0.96391,0.9794,0.97307,0.97572,0.96958,0.97647
5.873444944,2.37679,2.49893,2.46938,2.34879,2.31346,2.33823,2.77424,2.72778,2.60085,2.65049,2.74663,2.47488,1.77548,1.81123,1.77438,1.75386,1.72546,1.76848,2.06033,2.23245,2.14234,2.04456,2.26624,2.16431,2.2863,3.11923,2.43986,2.56067,2.82236,2.39707,2.4224,2.45379,2.67215,2.55398,2.45054,2.3605,2.45363,2.13678,2.59561,2.62203,2.49275,2.56042,1.34125,1.39301,1.35893,1.34972,1.34468,1.33984,2.77722,2.34984,2.1783,2.37233,2.27855,2.15021,2.74572,2.53406,2.2592,2.38545,2.83507,2.81712,2.48778,2.0237,2.27992,2.26483,2.1816,2.29094,1.34012,1.36637,1.37304,1.364,1.3772,1.34495,2.69263,2.60726,2.45053,2.55137,2.57444,2.64583,2.9726,2.58817,2.13711,2.45639,2.55181,2.38154,1.10689,1.10795,1.09851,1.10445,1.09015,1.09783,2.47295,2.67355,2.6798,2.70502,2.557,2.98868,0.90058,0.89107,0.89493,0.89328,0.88479,0.88596,0.99368,0.98135,0.98914,0.99297,0.98373,0.98303,2.83745,2.62513,2.85437,2.89955,2.8482,2.72952,0.98148,0.99493,0.98924,0.98241,0.98689,0.98156
5.858978398,2.32583,2.42006,2.39996,2.34086,2.26258,2.33158,2.59259,2.75623,2.49967,2.7022,2.72731,2.52193,1.81606,1.76765,1.77129,1.76049,1.72812,1.74871,2.02747,2.29564,2.20706,2.09849,2.19265,2.13303,2.34248,2.9503,2.51377,2.52351,2.65368,2.59265,2.38543,2.45105,2.62053,2.47615,2.55942,2.38378,2.36165,2.15443,2.54336,2.46604,2.60068,2.5711,1.34226,1.38634,1.35274,1.3511,1.34865,1.35271,2.56485,2.24038,2.14286,2.36169,2.28093,2.18677,3.00546,2.55537,2.42617,2.42282,2.68714,2.76625,2.73596,2.11926,2.31495,2.29098,2.24573,2.25826,1.35117,1.36599,1.37023,1.3614,1.37835,1.34189,2.6462,2.57364,2.67451,2.43315,2.49308,2.6225,3.13568,2.65042,2.08808,2.37199,2.4636,2.34861,1.11477,1.12026,1.1108,1.11343,1.10077,1.109,2.45818,2.62592,2.64445,2.50893,2.63594,2.7565,0.91038,0.90111,0.90793,0.90717,0.89809,0.89597,1.00875,0.99532,1.00351,1.00766,0.99496,0.99611,2.83611,2.52694,2.82324,2.70848,2.79856,2.52013,0.99724,1.00435,1.00442,0.98771,1.00054,0.98907
5.844511551,2.40831,2.47217,2.40139,2.31385,2.28745,2.33136,2.55107,2.79756,2.52175,2.66102,2.78952,2.46214,1.82773,1.75089,1.73486,1.77351,1.72657,1.72678,2.07182,2.3431,2.21937,2.23219,2.18072,2.06779,2.52789,2.53102,2.44048,2.64859,2.75203,2.56541,2.42654,2.45912,2.53506,2.41576,2.56916,2.40575,2.31864,2.23412,2.42609,2.41598,2.52919,2.55086,1.35282,1.36338,1.34619,1.34395,1.35283,1.36148,2.26744,2.13434,2.04568,2.27705,2.33736,2.15136,2.80305,2.46528,2.59497,2.6046,2.54318,2.81616,2.48192,2.20554,2.27662,2.3375,2.21074,2.26233,1.35275,1.36577,1.35905,1.36235,1.36298,1.34535,2.55462,2.69965,2.94247,2.43663,2.3318,2.62308,2.96351,2.76843,2.11439,2.41702,2.35641,2.35107,1.11665,1.12639,1.12655,1.12153,1.1096,1.12053,2.49061,2.43945,2.53121,2.57441,2.70598,2.53456,0.91759,0.91093,0.91681,0.9176,0.90925,0.90694,1.01706,1.00897,1.01323,1.01628,1.00361,1.00844,2.70851,2.51117,2.73402,2.64499,2.80408,2.52794,1.00633,1.00835,1.00931,0.99581,1.00565,0.9991
5.830045005,2.49973,2.6688,2.44101,2.25058,2.32638,2.35733,2.56955,2.9071,2.55592,2.59923,2.87661,2.51113,1.83213,1.72978,1.71503,1.78705,1.72475,1.71821,2.06956,2.32809,2.24586,2.39198,2.19577,2.01518,2.52517,2.49101,2.33701,2.61819,3.03556,2.29307,2.49973,2.50311,2.41791,2.52209,2.5865,2.51257,2.53961,2.28629,2.35439,2.55362,2.445,2.50677,1.35348,1.35831,1.34906,1.33897,1.35245,1.36568,2.15071,2.14038,2.07517,2.2597,2.42277,2.11386,2.6111,2.43782,2.4669,2.55054,2.52788,2.90551,2.26678,2.18646,2.2442,2.32795,2.14769,2.24291,1.3396,1.3627,1.34788,1.3649,1.3439,1.35513,2.49851,2.74299,2.7147,2.56141,2.25822,2.5207,3.07738,2.74236,2.21754,2.5123,2.42584,2.43077,1.11964,1.13494,1.13858,1.1279,1.11652,1.12608,2.61423,2.38147,2.4462,2.82768,2.49188,2.44595,0.92497,0.92095,0.92229,0.92438,0.91747,0.91803,1.01924,1.02093,1.02376,1.01946,1.0103,1.01559,2.75953,2.70225,2.67447,2.65866,2.821,2.61498,1.0112,1.01321,1.00837,1.00569,1.00574,1.00691
5.815578458,2.55157,2.60948,2.40971,2.26189,2.36185,2.35714,2.66018,2.8862,2.52986,2.62849,2.58413,2.66394,1.84629,1.7027,1.75601,1.76582,1.73988,1.72596,2.0545,2.20189,2.34247,2.30695,2.21645,2.00853,2.53801,2.51852,2.34384,2.53854,2.97745,2.279,2.61815,2.53565,2.30899,2.88657,2.656,2.6971,2.5012,2.35678,2.46524,2.75949,2.45818,2.61962,1.34547,1.36515,1.36032,1.33907,1.34619,1.36763,2.15337,2.17939,2.27658,2.27677,2.37938,2.13246,2.54751,2.64421,2.35121,2.39847,2.58321,3.12555,2.10739,2.15574,2.26514,2.2459,2.14883,2.20962,1.3319,1.3491,1.34031,1.36337,1.3288,1.35545,2.55299,2.38,2.6443,2.77215,2.29628,2.45369,2.72496,2.51727,2.26437,2.56238,2.53026,2.46266,1.12951,1.14692,1.14374,1.13177,1.11932,1.12756,2.70381,2.54975,2.4282,2.71811,2.33202,2.46344,0.93394,0.92592,0.92607,0.92765,0.92176,0.9251,1.02232,1.02845,1.03513,1.01953,1.01595,1.02086,2.82601,2.68735,2.78725,2.69048,2.78964,2.47789,1.01706,1.02255,1.01183,1.01436,1.00616,1.01344
5.801111911,2.45903,2.4018,2.35257,2.28265,2.4806,2.34679,2.67908,2.74904,2.5943,2.82595,2.43416,2.75878,1.82543,1.70581,1.80951,1.72943,1.78705,1.73574,2.13544,2.10063,2.33157,2.18641,2.24698,2.04883,2.54267,2.49235,2.37662,2.60866,2.77393,2.43059,2.4751,2.67051,2.34006,3.04064,2.73543,2.85885,2.43726,2.55579,2.64649,2.55028,2.45874,2.76784,1.33341,1.35896,1.36844,1.34112,1.34593,1.35885,2.29145,2.18058,2.48141,2.24744,2.26457,2.18327,2.53765,2.9068,2.33976,2.27962,2.53093,2.81049,2.08541,2.08999,2.25392,2.1575,2.18212,2.17817,1.34052,1.33159,1.33437,1.35042,1.32381,1.34135,2.60225,2.33382,2.60428,2.83235,2.38188,2.5664,2.4345,2.45088,2.20556,2.57251,2.50776,2.38111,1.14167,1.14953,1.14606,1.13003,1.1195,1.12791,2.73467,2.61921,2.47445,2.58328,2.43213,2.5217,0.93794,0.92676,0.92935,0.92839,0.92216,0.92874,1.02858,1.03035,1.03873,1.02062,1.02195,1.02592,3.1445,2.61605,2.82635,2.67749,2.72068,2.50315,1.02002,1.03189,1.0173,1.02093,1.00881,1.02025
5.786645365,2.32593,2.47238,2.35014,2.19976,2.53971,2.33283,2.7387,2.47715,2.45368,2.70501,2.42135,2.68141,1.76747,1.71957,1.79763,1.71797,1.83245,1.73956,2.16349,2.07982,2.16895,2.14608,2.21888,2.14037,2.44902,2.547,2.31916,2.63176,2.648,2.41923,2.39468,2.83442,2.53197,3.03715,2.76922,2.74219,2.42192,2.44852,2.60277,2.48322,2.4796,2.75151,1.32518,1.35666,1.3611,1.34801,1.35697,1.34241,2.28507,2.07222,2.30993,2.2086,2.16425,2.18788,2.50005,2.90522,2.53921,2.27935,2.60562,2.57173,2.15682,2.02915,2.22479,2.11967,2.17188,2.132,1.34438,1.32224,1.32906,1.33313,1.32748,1.32765,2.62508,2.548,2.59348,2.67848,2.47386,2.52275,2.39623,2.52104,2.26614,2.66408,2.481,2.40819,1.1464,1.14065,1.14757,1.12493,1.12358,1.12392,2.70697,2.54027,2.4845,2.4668,2.75439,2.52318,0.93393,0.92632,0.93253,0.92938,0.92201,0.92973,1.03132,1.02802,1.03426,1.02377,1.02811,1.02607,2.94085,2.76941,2.83453,2.56653,2.76781,2.57714,1.01457,1.03213,1.01894,1.02042,1.01147,1.02195
5.772178518,2.29875,2.67629,2.37948,2.16537,2.36403,2.25684,2.77642,2.46246,2.50796,2.57163,2.56961,2.5418,1.73606,1.73994,1.74309,1.71589,1.82486,1.75028,2.04946,2.09549,2.06647,2.14933,2.13649,2.24002,2.32971,2.56502,2.3315,2.61266,2.44928,2.56121,2.35548,2.86902,2.70257,2.84688,2.73986,2.56616,2.41338,2.48373,2.5891,2.50513,2.61506,2.75594,1.33339,1.36932,1.34266,1.35522,1.36169,1.33515,2.14146,1.95857,2.11527,2.21687,2.15392,2.13771,2.51406,2.55063,2.81949,2.40457,3.0498,2.51877,2.15522,2.03276,2.25943,2.17126,2.1675,2.12634,1.32802,1.32434,1.32451,1.32446,1.32575,1.31942,2.65722,2.8175,2.64931,2.54434,2.57517,2.5826,2.54053,2.67859,2.41116,2.89372,2.47663,2.48396,1.14103,1.13047,1.15078,1.12211,1.1302,1.12056,2.72429,2.80745,2.3994,2.42854,2.73775,2.55034,0.92595,0.92329,0.93233,0.92996,0.92104,0.92408,1.02676,1.02474,1.02876,1.02457,1.02937,1.02026,3.10569,2.77283,2.63909,2.50531,2.81206,2.85564,1.00521,1.02191,1.01894,1.01233,1.01122,1.01613
5.757711971,2.31753,2.50473,2.43906,2.28554,2.16391,2.18695,2.73044,2.60502,2.6859,2.58072,2.70086,2.43182,1.74494,1.76778,1.70242,1.72095,1.77885,1.77783,1.95657,2.08466,2.0787,2.15995,2.07424,2.26855,2.39139,2.61889,2.35083,2.53289,2.37127,2.76972,2.29227,2.6034,2.63427,2.75785,2.63637,2.47255,2.63614,2.7677,2.67331,2.65431,2.67847,2.83946,1.3486,1.36681,1.33566,1.35151,1.35085,1.3372,2.03381,1.97245,2.06078,2.26637,2.18499,2.13236,2.53225,2.36307,2.41115,2.52672,2.83143,2.48381,2.04988,2.0948,2.26268,2.27798,2.25007,2.13789,1.30788,1.33371,1.31628,1.31828,1.31274,1.31584,2.56164,2.56881,2.65953,2.56339,2.70772,2.58805,2.73144,2.66787,2.37858,3.03983,2.38823,2.51606,1.13133,1.12408,1.15291,1.12001,1.13056,1.12278,3.08875,2.93862,2.37755,2.54779,2.63925,2.57915,0.91621,0.92074,0.92643,0.9246,0.91596,0.91564,1.01775,1.02105,1.02254,1.02114,1.02281,1.01322,2.78022,2.52633,2.47767,2.48928,2.72657,2.8569,0.99973,1.0116,1.01816,1.00699,1.00736,1.00606
5.743245425,2.31959,2.58367,2.46616,2.42789,2.09572,2.18167,2.64526,2.57629,2.71971,2.66475,2.744,2.43127,1.77211,1.77931,1.68422,1.74503,1.73302,1.78663,1.99826,2.12408,2.1292,2.1277,2.06291,2.22262,2.50178,2.62496,2.29394,2.39556,2.3712,2.67054,2.21979,2.46094,2.51746,2.62136,2.54039,2.5215,2.74638,2.50073,2.53262,2.80197,2.79855,3.02214,1.35264,1.34552,1.34519,1.33544,1.34298,1.33168,2.0039,2.12873,2.0577,2.28423,2.17011,2.21045,2.72565,2.37117,2.30674,2.63851,2.76892,2.42322,1.94826,2.20309,2.20132,2.29916,2.37599,2.11934,1.30241,1.34052,1.30719,1.30278,1.30561,1.31465,2.74439,2.41888,2.71498,2.66354,2.59639,2.48103,2.52829,2.67112,2.3648,3.12124,2.29687,2.4904,1.12612,1.12135,1.14515,1.11645,1.12322,1.12257,3.10414,2.78534,2.49827,2.66255,2.65696,2.54406,0.90938,0.91924,0.91709,0.91555,0.91003,0.91142,1.00852,1.01475,1.01462,1.01657,1.01209,1.00833,2.84106,2.43889,2.45467,2.41284,2.50603,2.6013,0.99882,1.0073,1.01312,1.007,1.00135,0.99564
5.728778878,2.36682,2.59445,2.51403,2.33713,2.11391,2.21002,2.51734,2.47332,2.57345,2.62648,2.85325,2.37697,1.77174,1.77601,1.67841,1.76535,1.71442,1.76548,2.17793,2.25105,2.13297,2.07876,2.12648,2.1827,2.48053,2.63281,2.28949,2.46942,2.47401,2.56267,2.12182,2.46862,2.41682,2.57766,2.49644,2.86545,2.48836,2.31868,2.51634,2.74909,2.78183,2.76107,1.34885,1.34106,1.34963,1.31877,1.34457,1.32073,2.03307,2.27252,2.0519,2.25323,2.14161,2.29758,2.79128,2.4841,2.32894,2.75601,2.75582,2.49262,1.90794,2.37076,2.17577,2.21888,2.32754,2.10702,1.29724,1.33279,1.30919,1.28523,1.30556,1.30863,2.70232,2.41139,2.61453,2.52954,2.43079,2.41037,2.40554,2.80949,2.62535,2.84023,2.3243,2.38629,1.12537,1.12211,1.13003,1.11524,1.11545,1.11422,2.88185,2.53985,2.67719,2.66751,2.74318,2.56163,0.9078,0.91225,0.90977,0.90781,0.90642,0.90997,1.0019,1.00916,1.00856,1.01306,1.00374,1.00191,2.88118,2.54295,2.56482,2.40701,2.42792,2.5466,0.99794,1.0059,1.0059,1.00536,0.99498,0.98937
5.714312031,2.45268,2.50304,2.55997,2.30357,2.12,2.19158,2.52928,2.50552,2.46395,2.66215,2.85497,2.33344,1.72986,1.75199,1.7025,1.75928,1.73421,1.75831,2.13639,2.40118,2.17754,2.09645,2.23598,2.15828,2.41951,2.71248,2.40727,2.61219,2.6395,2.43625,2.06015,2.45137,2.36734,2.3836,2.61813,2.71157,2.44764,2.21879,2.5627,2.56346,2.60064,2.49834,1.33793,1.35019,1.3388,1.31315,1.34697,1.31708,2.12055,2.2265,2.08954,2.21992,2.12163,2.2993,2.69176,2.40389,2.34421,2.86614,2.77166,2.71683,1.88719,2.31815,2.20239,2.18199,2.17596,2.11825,1.27496,1.31597,1.32042,1.27764,1.29919,1.3032,2.47247,2.50152,2.69124,2.43446,2.30753,2.43818,2.48415,2.60476,3.01981,2.72361,2.45747,2.26141,1.12039,1.12294,1.11912,1.11224,1.11084,1.10238,2.90825,2.63978,2.67242,2.67823,2.68205,2.55452,0.90406,0.90349,0.90705,0.90125,0.90146,0.90833,1.00042,1.00634,1.00572,1.00937,0.99986,0.99272,2.67602,2.63615,2.67886,2.56022,2.53135,2.58862,0.99547,1.00348,1.00004,0.99923,0.98772,0.98605
5.699845485,2.50871,2.61417,2.47422,2.31498,2.166,2.16168,2.52022,2.59292,2.50094,2.78188,2.68934,2.41838,1.70865,1.72323,1.75447,1.73945,1.7567,1.77879,2.0549,2.36707,2.28105,2.18146,2.2868,2.1449,2.55686,2.57237,2.3267,2.8468,2.71968,2.27728,2.05432,2.66886,2.51555,2.34469,2.70774,2.55762,2.38272,2.17538,2.65029,2.4167,2.83055,2.44087,1.32362,1.34776,1.32684,1.32098,1.35161,1.31837,2.25777,2.14156,2.0987,2.16952,2.14565,2.21154,2.62966,2.24647,2.36314,2.832,2.65835,2.92923,1.87467,2.10403,2.26117,2.20614,2.14196,2.17758,1.26631,1.30795,1.32519,1.27699,1.29402,1.30055,2.50756,2.5364,2.58666,2.44158,2.22061,2.55134,2.50263,2.52962,2.62402,2.61519,2.67161,2.19814,1.10897,1.11931,1.11397,1.10263,1.10672,1.09363,2.58225,2.80525,2.38915,2.56258,2.57617,2.38352,0.89516,0.90007,0.90538,0.897,0.89328,0.90409,1.00116,0.99989,1.00054,1.00185,0.99393,0.98437,2.66033,2.56602,2.66077,2.79793,2.63474,2.70992,0.99193,0.99732,0.99341,0.99186,0.98051,0.98164
5.685378938,2.46642,2.72031,2.35579,2.28539,2.2506,2.19737,2.41927,2.65764,2.64064,2.88866,2.69335,2.67496,1.72921,1.73357,1.77607,1.73204,1.74482,1.79325,2.18518,2.20518,2.45583,2.33431,2.3018,2.17281,2.55569,2.5135,2.28651,2.94116,2.68751,2.21203,2.12169,2.90783,2.48661,2.64894,2.58339,2.66017,2.38922,2.1446,2.79462,2.41024,2.84898,2.46139,1.32237,1.34506,1.32398,1.33504,1.35966,1.32175,2.1855,2.15645,2.04849,2.12505,2.22661,2.13631,2.54286,2.17705,2.36654,2.70666,2.61523,2.97505,1.88351,1.98625,2.33623,2.23354,2.25094,2.30669,1.28839,1.30658,1.32323,1.27499,1.29489,1.29651,2.51494,2.57524,2.53466,2.53366,2.27454,2.53592,2.47971,2.68646,2.49274,2.61303,2.84773,2.22325,1.09919,1.11254,1.10761,1.09368,1.09922,1.09385,2.47759,2.92811,2.28254,2.5125,2.54017,2.32144,0.88731,0.89724,0.90175,0.89366,0.88548,0.89436,0.99565,0.98813,0.98699,0.98904,0.98244,0.97818,2.9214,2.60237,2.63048,2.90598,2.61402,2.92331,0.9873,0.98797,0.98302,0.98619,0.9777,0.97888
5.670912391,2.31258,2.67724,2.33489,2.20718,2.34623,2.31624,2.48747,2.74397,2.77299,2.62693,2.66803,2.79006,1.76576,1.76117,1.76826,1.74738,1.74268,1.79286,2.4046,2.1245,2.35512,2.46087,2.34317,2.27901,2.60117,2.57411,2.23136,2.56759,2.83021,2.26158,2.25962,2.42372,2.43167,2.71218,2.61548,2.7086,2.33321,2.14961,2.77899,2.54038,2.73076,2.4176,1.33621,1.35511,1.32861,1.33936,1.36601,1.33095,2.12215,2.20575,2.03966,2.12551,2.27671,2.13992,2.4287,2.22552,2.36299,2.56919,2.67641,2.64321,1.90664,2.04459,2.42077,2.17184,2.34856,2.45534,1.30456,1.30221,1.32603,1.27351,1.29697,1.29863,2.4978,2.4894,2.58771,2.63477,2.49124,2.49517,2.49848,2.80629,2.28488,2.63785,2.6462,2.32131,1.0946,1.10381,1.0983,1.08961,1.08935,1.10064,2.5452,2.91953,2.3379,2.61476,2.57022,2.35621,0.88296,0.89278,0.89601,0.88692,0.88104,0.88293,0.98367,0.97594,0.97149,0.97583,0.96946,0.97415,3.27956,2.6769,2.694,3.05366,2.53594,2.78074,0.98306,0.98007,0.97175,0.98007,0.97927,0.98021
