wave_num,S31,S32,S34,S35,S36,S37,S38,S39,S41,S42,S45,S48,S49,S50,S52,S54,S55,S57,S58,S62,S64,S69,S70
2.560590459,0.979171667,1.233648333,0.750353333,0.552306667,0.861695,0.844441667,0.806695,0.535753333,0.548071667,0.784388333,0.665151667,1.099931667,0.45537,0.467325,0.321415,1.310888333,1.397145,0.577566667,1.056361667,0.478001667,0.474766667,1.354545,0.498011667
2.546123912,0.95924,1.218313333,0.748958333,0.552051667,0.852426667,0.82604,0.799253333,0.523688333,0.539123333,0.780631667,0.65744,1.071471667,0.44782,0.465645,0.319158333,1.312506667,1.374803333,0.57268,1.045343333,0.474185,0.468818333,1.349416667,0.494506667
2.531657366,0.943745,1.208371667,0.742855,0.548511667,0.836675,0.809821667,0.780751667,0.512725,0.529015,0.776453333,0.653526667,1.043883333,0.441975,0.468398333,0.317448333,1.301875,1.347428333,0.570595,1.025941667,0.466725,0.464183333,1.318535,0.49307
2.517190819,0.935498333,1.204383333,0.72955,0.537076667,0.821036667,0.8001,0.763148333,0.510131667,0.52447,0.773365,0.652398333,1.0278,0.4413,0.47228,0.318538333,1.282875,1.331486667,0.5677,1.011625,0.462626667,0.464586667,1.304895,0.49444
2.502723972,0.925986667,1.20811,0.718736667,0.523503333,0.813261667,0.794475,0.753651667,0.516443333,0.52687,0.765531667,0.649003333,1.02069,0.44318,0.476425,0.321496667,1.258281667,1.28148,0.567001667,1.009085,0.461058333,0.468986667,1.311005,0.49587
2.488257426,0.91283,1.219613333,0.712908333,0.518245,0.81251,0.79002,0.7421,0.521823333,0.527955,0.753343333,0.63948,1.012221667,0.442633333,0.479625,0.324558333,1.239128333,1.274751667,0.571468333,1.004566667,0.461606667,0.473721667,1.303173333,0.497118333
2.473790879,0.909745,1.221368333,0.705625,0.519065,0.815165,0.789711667,0.723718333,0.5186,0.519011667,0.740375,0.630085,0.997991667,0.441338333,0.48008,0.33075,1.234371667,1.286365,0.578456667,0.988186667,0.46949,0.48219,1.27141,0.501671667
2.459324332,0.921185,1.202083333,0.699566667,0.51299,0.816991667,0.787321667,0.714481667,0.51282,0.505883333,0.728481667,0.624555,0.994761667,0.446616667,0.479595,0.343328333,1.22507,1.284288333,0.588436667,0.971785,0.485275,0.498876667,1.245806667,0.512533333
2.444857486,0.927738333,1.184451667,0.699861667,0.502521667,0.811025,0.773205,0.717928333,0.51551,0.498256667,0.718391667,0.61897,0.999586667,0.463468333,0.482213333,0.362001667,1.211706667,1.264213333,0.60365,0.957648333,0.505723333,0.521865,1.2447,0.529495
2.430390939,0.916206667,1.1833,0.697786667,0.497033333,0.795683333,0.755941667,0.71867,0.527373333,0.493325,0.70873,0.611295,0.996733333,0.488946667,0.488538333,0.386343333,1.210345,1.263456667,0.623083333,0.943933333,0.528166667,0.546683333,1.243728333,0.552111667
2.415924392,0.899843333,1.184878333,0.688483333,0.49562,0.783638333,0.747305,0.709225,0.541691667,0.4863,0.699881667,0.603795,0.991023333,0.51517,0.49574,0.415533333,1.210985,1.283446667,0.647013333,0.934283333,0.550906667,0.570528333,1.225126667,0.579595
2.401457846,0.8871,1.17089,0.681923333,0.492151667,0.775023333,0.743213333,0.69946,0.55487,0.47922,0.693526667,0.595875,0.98293,0.538291667,0.500458333,0.442181667,1.213566667,1.256583333,0.672301667,0.927786667,0.572238333,0.591586667,1.200531667,0.602946667
2.386991299,0.875266667,1.147926667,0.678945,0.484576667,0.763426667,0.736666667,0.692126667,0.561243333,0.474571667,0.689751667,0.586918333,0.965341667,0.543001667,0.50079,0.451161667,1.215708333,1.223578333,0.686475,0.91984,0.587225,0.60161,1.180003333,0.610615
2.372524452,0.866535,1.12666,0.670878333,0.475655,0.754655,0.730263333,0.68084,0.553118333,0.470836667,0.68584,0.580748333,0.945791667,0.518731667,0.494378333,0.433218333,1.21551,1.228338333,0.681195,0.91414,0.585783333,0.591958333,1.169068333,0.600031667
2.358057906,0.860198333,1.11462,0.65632,0.467821667,0.750833333,0.725116667,0.666753333,0.534626667,0.464225,0.674948333,0.579648333,0.930386667,0.497361667,0.479951667,0.397881667,1.213748333,1.211558333,0.662116667,0.911818333,0.562268333,0.566581667,1.162263333,0.576278333
2.343591359,0.855188333,1.11106,0.644065,0.460128333,0.744115,0.716508333,0.65717,0.516311667,0.4558,0.658311667,0.580543333,0.925856667,0.495623333,0.461633333,0.361563333,1.209495,1.164556667,0.63858,0.9032,0.528801667,0.535226667,1.160698333,0.550441667
2.329124812,0.848376667,1.112755,0.639873333,0.45145,0.72842,0.704608333,0.644458333,0.49964,0.451021667,0.645493333,0.57582,0.92371,0.48658,0.445886667,0.33143,1.182288333,1.127125,0.614138333,0.886088333,0.497831667,0.503691667,1.156273333,0.527341667
2.314657966,0.839666667,1.125461667,0.63908,0.447345,0.712361667,0.696395,0.630641667,0.482781667,0.45064,0.639431667,0.564648333,0.90891,0.46066,0.434511667,0.306918333,1.148826667,1.110471667,0.58994,0.871088333,0.472063333,0.472528333,1.12754,0.504695
2.300191419,0.830576667,1.14788,0.633883333,0.449961667,0.706313333,0.691738333,0.622093333,0.468128333,0.449271667,0.636445,0.552881667,0.888391667,0.434445,0.425841667,0.28669,1.140801667,1.120696667,0.565888333,0.861413333,0.454435,0.442876667,1.095833333,0.482678333
2.285724872,0.822523333,1.15104,0.624466667,0.448323333,0.705635,0.682303333,0.615071667,0.457226667,0.441483333,0.635556667,0.541526667,0.880383333,0.415423333,0.417078333,0.269718333,1.141258333,1.140163333,0.54119,0.852361667,0.439946667,0.419445,1.088048333,0.46271
2.271258326,0.81367,1.133103333,0.614436667,0.43883,0.704873333,0.671201667,0.610666667,0.44588,0.429113333,0.637526667,0.531791667,0.881271667,0.400431667,0.405805,0.255301667,1.123468333,1.157136667,0.517603333,0.84452,0.42035,0.4033,1.104463333,0.444108333
2.256791779,0.806201667,1.113836667,0.61007,0.430736667,0.700011667,0.666271667,0.609373333,0.429541667,0.419538333,0.637496667,0.524466667,0.86785,0.388726667,0.394548333,0.244613333,1.09737,1.14901,0.49985,0.838875,0.400195,0.390521667,1.13642,0.427545
2.242324932,0.805141667,1.09222,0.611535,0.428873333,0.689336667,0.660541667,0.600946667,0.415258333,0.416458333,0.628733333,0.516371667,0.84075,0.37668,0.38798,0.237186667,1.092355,1.106255,0.489825,0.833436667,0.385831667,0.378681667,1.158596667,0.416616667
2.227858386,0.801135,1.061086667,0.611061667,0.424658333,0.67329,0.649395,0.587143333,0.40977,0.415698333,0.613486667,0.505968333,0.817915,0.359031667,0.38454,0.229976667,1.097291667,1.082593333,0.482173333,0.820818333,0.376261667,0.36776,1.143518333,0.40812
2.213391839,0.788771667,1.034316667,0.603261667,0.416338333,0.65744,0.641878333,0.577138333,0.406908333,0.410158333,0.595596667,0.496796667,0.80264,0.343063333,0.38126,0.221825,1.090625,1.063928333,0.470408333,0.8014,0.368403333,0.3589,1.113611667,0.396213333
2.198925293,0.779458333,1.02711,0.591353333,0.409966667,0.648151667,0.640066667,0.572326667,0.401295,0.399406667,0.579275,0.492515,0.791028333,0.336755,0.37832,0.213691667,1.076205,1.06148,0.455856667,0.787033333,0.359936667,0.351593333,1.08555,0.384753333
2.184458446,0.773821667,1.029023333,0.580555,0.408236667,0.64511,0.633558333,0.570833333,0.395493333,0.390566667,0.571855,0.491398333,0.784683333,0.332905,0.377123333,0.207335,1.069271667,1.064651667,0.444078333,0.778165,0.352418333,0.343715,1.076255,0.377575
2.169991899,0.768221667,1.024233333,0.57233,0.409033333,0.648036667,0.618133333,0.569383333,0.391326667,0.38848,0.571378333,0.490955,0.780568333,0.325615,0.377608333,0.201873333,1.072765,1.07386,0.434446667,0.768748333,0.349338333,0.335873333,1.079745,0.369953333
2.155525353,0.770473333,1.007395,0.565615,0.405493333,0.653238333,0.604863333,0.564065,0.385816667,0.391081667,0.56747,0.49166,0.774441667,0.320176667,0.376545,0.193903333,1.07487,1.09319,0.42511,0.759371667,0.349263333,0.330468333,1.078046667,0.360485
2.141058806,0.771271667,0.980571667,0.558178333,0.398348333,0.650215,0.595146667,0.551673333,0.375661667,0.393403333,0.558858333,0.491098333,0.764516667,0.315423333,0.370588333,0.185111667,1.072306667,1.094375,0.419371667,0.751061667,0.34769,0.326653333,1.076616667,0.353933333
2.126592259,0.760186667,0.959648333,0.551208333,0.394625,0.634648333,0.584695,0.537018333,0.366721667,0.389015,0.55333,0.483903333,0.75352,0.304495,0.359796667,0.180463333,1.069671667,1.073473333,0.417103333,0.746465,0.34225,0.319445,1.068158333,0.35092
2.112125413,0.750425,0.955976667,0.549483333,0.396075,0.619245,0.580486667,0.528293333,0.365008333,0.382131667,0.554353333,0.47433,0.756693333,0.292241667,0.348643333,0.18098,1.066735,1.0684,0.414055,0.747303333,0.334863333,0.308386667,1.046836667,0.348713333
2.097658866,0.753181667,0.964431667,0.555261667,0.39316,0.614886667,0.584193333,0.527413333,0.366486667,0.382818333,0.557355,0.47321,0.763111667,0.289373333,0.343278333,0.183541667,1.048021667,1.071591667,0.409775,0.746761667,0.3286,0.299905,1.031621667,0.345468333
2.083192319,0.75949,0.9677,0.567816667,0.3861,0.616701667,0.58687,0.52976,0.367225,0.393286667,0.558783333,0.481968333,0.752145,0.295405,0.345958333,0.18326,1.012061667,1.061176667,0.40412,0.738438333,0.323476667,0.2959,1.020423333,0.340485
2.068725773,0.756093333,0.95253,0.581591667,0.385473333,0.61369,0.58539,0.529235,0.366668333,0.407241667,0.559638333,0.486848333,0.731715,0.300155,0.349501667,0.178513333,0.984931667,1.030776667,0.396175,0.724226667,0.316105,0.291041667,1.002746667,0.335953333
2.054258926,0.742968333,0.931998333,0.585828333,0.393716667,0.59673,0.584516667,0.528025,0.36462,0.410236667,0.559438333,0.479925,0.721485,0.297891667,0.343658333,0.173401667,0.983508333,0.987328333,0.388026667,0.712226667,0.304961667,0.282273333,0.980136667,0.332535
2.039792379,0.729258333,0.923935,0.575031667,0.398066667,0.576108333,0.581198333,0.53094,0.36244,0.395636667,0.556423333,0.47132,0.718468333,0.293593333,0.332173333,0.171115,0.987415,0.963753333,0.383531667,0.704561667,0.29674,0.273433333,0.9646,0.327691667
2.025325833,0.714676667,0.924353333,0.555321667,0.389756667,0.569195,0.572465,0.537698333,0.35854,0.377703333,0.547733333,0.465303333,0.707196667,0.293243333,0.326328333,0.168436667,0.968495,0.968648333,0.381273333,0.696043333,0.296245,0.268603333,0.968675,0.319316667
2.010859286,0.703295,0.924625,0.536788333,0.381101667,0.572131667,0.56603,0.53945,0.350796667,0.367205,0.532056667,0.458206667,0.692606667,0.295171667,0.327525,0.162235,0.945678333,0.985733333,0.375815,0.687743333,0.29656,0.267556667,0.985953333,0.310366667
1.996392739,0.70363,0.926618333,0.527155,0.382668333,0.570486667,0.56061,0.535596667,0.340718333,0.364425,0.514075,0.453345,0.673468333,0.29266,0.327611667,0.15572,0.947266667,1.014231667,0.367656667,0.684891667,0.289428333,0.270053333,0.998576667,0.305566667
1.981925893,0.711418333,0.91523,0.52505,0.384338333,0.560713333,0.5501,0.5292,0.334078333,0.364618333,0.503291667,0.454195,0.657306667,0.285945,0.319441667,0.153306667,0.956403333,1.045296667,0.361461667,0.684375,0.279343333,0.273645,0.996226667,0.30194
1.967459346,0.714493333,0.880781667,0.524415,0.374641667,0.549306667,0.541088333,0.516573333,0.335323333,0.360413333,0.502763333,0.458593333,0.661603333,0.278441667,0.30962,0.153521667,0.950968333,1.040843333,0.359933333,0.676948333,0.273628333,0.271285,0.98066,0.295118333
1.952992799,0.709486667,0.855498333,0.520636667,0.366861667,0.538393333,0.5373,0.497598333,0.33694,0.353803333,0.50363,0.461521667,0.672288333,0.270305,0.30552,0.153881667,0.929756667,1.026398333,0.362553333,0.66531,0.271531667,0.263206667,0.975261667,0.288303333
1.938526253,0.702656667,0.854048333,0.517645,0.371041667,0.529318333,0.536968333,0.488598333,0.329646667,0.35442,0.499676667,0.45874,0.665886667,0.263443333,0.305861667,0.155806667,0.920313333,0.994335,0.362298333,0.657206667,0.269573333,0.259948333,0.987701667,0.285516667
1.924059406,0.697235,0.858855,0.518566667,0.376168333,0.520328333,0.535913333,0.487311667,0.3225,0.364933333,0.495211667,0.452868333,0.652193333,0.257686667,0.3085,0.158745,0.920001667,0.94681,0.35438,0.651996667,0.265613333,0.264971667,0.98843,0.284508333
1.909592859,0.686721667,0.857631667,0.525626667,0.374663333,0.510348333,0.530276667,0.48128,0.323385,0.376968333,0.493513333,0.451151667,0.642853333,0.252026667,0.310421667,0.159008333,0.914588333,0.913778333,0.345688333,0.649098333,0.260231667,0.268666667,0.962175,0.279926667
1.895126313,0.674493333,0.854933333,0.535005,0.374591667,0.505453333,0.52411,0.480435,0.323676667,0.378928333,0.494001667,0.455743333,0.635793333,0.246773333,0.310583333,0.155205,0.911815,0.91168,0.341961667,0.652566667,0.256533333,0.262531667,0.93763,0.272601667
1.880659766,0.66871,0.855686667,0.5335,0.37897,0.51205,0.522865,0.489203333,0.319461667,0.373268333,0.493816667,0.459038333,0.628228333,0.239706667,0.312016667,0.148913333,0.912623333,0.928565,0.336053333,0.657993333,0.254318333,0.250023333,0.93151,0.270966667
1.866193219,0.668225,0.845376667,0.52832,0.377718333,0.526951667,0.529771667,0.490858333,0.314296667,0.367818333,0.49038,0.45494,0.61173,0.22877,0.314526667,0.142848333,0.900326667,0.962008333,0.324086667,0.654265,0.253111667,0.239233333,0.944706667,0.274881667
1.851726373,0.66355,0.826223333,0.524318333,0.362538333,0.530726667,0.535126667,0.479301667,0.307408333,0.361663333,0.480028333,0.449635,0.586356667,0.22192,0.314663333,0.139481667,0.876238333,1.013513333,0.315171667,0.6449,0.254431667,0.233041667,0.950226667,0.273345
1.837259826,0.651138333,0.811866667,0.511098333,0.347308333,0.51998,0.51944,0.469546667,0.300843333,0.353065,0.458373333,0.443945,0.569,0.228646667,0.312611667,0.137661667,0.863833333,0.988625,0.312981667,0.637146667,0.254688333,0.22871,0.933446667,0.262798333
1.822793279,0.64223,0.800915,0.49694,0.34717,0.506141667,0.490516667,0.469001667,0.29876,0.345666667,0.438438333,0.434675,0.567796667,0.239591667,0.3059,0.135266667,0.863895,0.959595,0.311413333,0.625783333,0.250156667,0.223516667,0.917903333,0.25375
1.808326733,0.636233333,0.782883333,0.492516667,0.356706667,0.49002,0.473245,0.469195,0.300336667,0.340508333,0.43072,0.421118333,0.567955,0.240265,0.295408333,0.13448,0.871515,0.941396667,0.307903333,0.608721667,0.244105,0.216885,0.91415,0.25271
1.793859886,0.626465,0.770586667,0.488015,0.354415,0.467925,0.468845,0.45967,0.297021667,0.332571667,0.41891,0.402966667,0.565,0.234013333,0.283068333,0.135795,0.871808333,0.908011667,0.303776667,0.590761667,0.238806667,0.211003333,0.895521667,0.253611667
1.779393339,0.620845,0.7728,0.47533,0.340165,0.450158333,0.464166667,0.446095,0.285488333,0.321205,0.403005,0.387758333,0.564943333,0.233291667,0.27031,0.134031667,0.870791667,0.878356667,0.302235,0.577166667,0.234503333,0.209931667,0.862095,0.250941667
1.764926793,0.620351667,0.767365,0.458345,0.329795,0.448886667,0.459025,0.440175,0.278853333,0.312458333,0.399451667,0.381168333,0.553475,0.23579,0.26506,0.131495,0.880595,0.856923333,0.306043333,0.571156667,0.234951667,0.213831667,0.847926667,0.249351667
1.750460246,0.617305,0.746093333,0.44552,0.328965,0.458071667,0.462121667,0.438751667,0.280548333,0.30853,0.39801,0.378213333,0.533505,0.237143333,0.273878333,0.136765,0.882218333,0.838581667,0.311298333,0.567895,0.236748333,0.218555,0.862428333,0.254641667
1.735993699,0.608136667,0.733515,0.442131667,0.323971667,0.461216667,0.467688333,0.42924,0.280225,0.30364,0.38753,0.371241667,0.527123333,0.23997,0.286438333,0.14514,0.871416667,0.843371667,0.312936667,0.562431667,0.231706667,0.222373333,0.876215,0.260543333
1.721526853,0.595385,0.736691667,0.441915,0.309988333,0.440098333,0.456516667,0.406403333,0.27607,0.295968333,0.377963333,0.36029,0.526056667,0.237883333,0.283515,0.145573333,0.856936667,0.88221,0.310671667,0.556986667,0.222743333,0.228178333,0.857781667,0.257221667
1.707060306,0.577011667,0.744138333,0.438223333,0.304606667,0.409903333,0.431481667,0.384415,0.270355,0.289141667,0.37367,0.347798333,0.512856667,0.229086667,0.268896667,0.140625,0.835351667,0.897885,0.303788333,0.549993333,0.216921667,0.233561667,0.826598333,0.248741667
1.692593759,0.558998333,0.742538333,0.431903333,0.309463333,0.402603333,0.415316667,0.376133333,0.264611667,0.280211667,0.36368,0.338263333,0.497238333,0.22234,0.259398333,0.135271667,0.816121667,0.871435,0.292515,0.537586667,0.214216667,0.232678333,0.81194,0.239903333
1.678127213,0.551253333,0.723073333,0.424315,0.308838333,0.414293333,0.406923333,0.368151667,0.261173333,0.26552,0.346648333,0.33406,0.48764,0.219851667,0.258635,0.129636667,0.811893333,0.813796667,0.283665,0.520918333,0.211035,0.226916667,0.812093333,0.230536667
1.663660366,0.55286,0.70289,0.418691667,0.292368333,0.420113333,0.392306667,0.349995,0.260825,0.254098333,0.336575,0.32846,0.480201667,0.215491667,0.258658333,0.128161667,0.807458333,0.793006667,0.281135,0.509528333,0.208051667,0.222055,0.798093333,0.227396667
1.649193819,0.551201667,0.69599,0.413273333,0.275405,0.403708333,0.373111667,0.339836667,0.26314,0.252238333,0.335908333,0.317213333,0.474375,0.212593333,0.251883333,0.134613333,0.779486667,0.799695,0.281298333,0.510236667,0.205545,0.220746667,0.779223333,0.232483333
1.634727273,0.548008333,0.694628333,0.399505,0.26792,0.381441667,0.358588333,0.342111667,0.259945,0.250278333,0.331763333,0.303265,0.474181667,0.2115,0.241926667,0.143065,0.735365,0.787721667,0.28152,0.514828333,0.198391667,0.2197,0.765261667,0.237918333
1.620260726,0.550196667,0.681256667,0.381581667,0.266195,0.374313333,0.35171,0.339015,0.250793333,0.245453333,0.324886667,0.292613333,0.476136667,0.207365,0.23987,0.146463333,0.708151667,0.751546667,0.279898333,0.509485,0.192443333,0.21501,0.75477,0.238576667
1.605794179,0.552316667,0.661205,0.374071667,0.263098333,0.383935,0.357143333,0.335926667,0.249476667,0.249818333,0.323301667,0.292501667,0.475978333,0.208373333,0.250626667,0.144936667,0.710178333,0.747821667,0.27426,0.49509,0.199535,0.209513333,0.747623333,0.235868333
1.591327333,0.546098333,0.650298333,0.376351667,0.257033333,0.395006667,0.36739,0.33725,0.251746667,0.257333333,0.319521667,0.301673333,0.475993333,0.21624,0.263163333,0.14264,0.722503333,0.768813333,0.2667,0.485065,0.210553333,0.204823333,0.738593333,0.23363
1.576860786,0.534241667,0.651826667,0.377735,0.247571667,0.390833333,0.367023333,0.332988333,0.24955,0.254355,0.311676667,0.309666667,0.476213333,0.223151667,0.263521667,0.144091667,0.723705,0.763676667,0.260118333,0.478018333,0.213768333,0.200451667,0.733688333,0.23271
1.562394239,0.521416667,0.651033333,0.376336667,0.241368333,0.380013333,0.356311667,0.322478333,0.248521667,0.247905,0.30999,0.305948333,0.470593333,0.218448333,0.258218333,0.148273333,0.720351667,0.753171667,0.256368333,0.468713333,0.215468333,0.197398333,0.741781667,0.234695
1.547927693,0.510321667,0.644545,0.3682,0.240305,0.373503333,0.348905,0.312345,0.249778333,0.247435,0.312258333,0.289726667,0.464828333,0.21078,0.256985,0.154106667,0.72376,0.743003333,0.257956667,0.461153333,0.220863333,0.198183333,0.75051,0.241096667
1.533460846,0.502341667,0.63104,0.350168333,0.234691667,0.37187,0.345996667,0.303085,0.250031667,0.247748333,0.305571667,0.272741667,0.466196667,0.214653333,0.254941667,0.165973333,0.73232,0.71704,0.261215,0.453776667,0.228631667,0.205773333,0.745578333,0.247323333
1.518994299,0.491078333,0.610353333,0.3363,0.232131667,0.362818333,0.336263333,0.29822,0.248166667,0.240188333,0.29268,0.265155,0.465625,0.228525,0.251426667,0.181593333,0.717788333,0.686315,0.266385,0.444046667,0.241771667,0.220721667,0.726231667,0.252566667
1.504527753,0.477675,0.597046667,0.334748333,0.236386667,0.337403333,0.31838,0.292116667,0.251228333,0.222331667,0.284986667,0.266265,0.456198333,0.243301667,0.24848,0.198721667,0.689075,0.667616667,0.28459,0.436118333,0.260975,0.243411667,0.703498333,0.26367
1.490061206,0.47123,0.596156667,0.336773333,0.234061667,0.307788333,0.30378,0.284116667,0.265998333,0.203693333,0.280073333,0.266341667,0.435263333,0.263311667,0.244593333,0.231223333,0.671436667,0.671306667,0.324696667,0.426216667,0.286995,0.280701667,0.690131667,0.291273333
1.475594659,0.465615,0.60563,0.336683333,0.222731667,0.295711667,0.293411667,0.2879,0.288575,0.194703333,0.272693333,0.25798,0.403686667,0.315435,0.245981667,0.294765,0.657563333,0.698831667,0.389303333,0.417185,0.327543333,0.341463333,0.684203333,0.34357
1.461127813,0.45439,0.606453333,0.340023333,0.224223333,0.306755,0.28141,0.307208333,0.320846667,0.196178333,0.266298333,0.249038333,0.379691667,0.405281667,0.264135,0.39213,0.640296667,0.733781667,0.47771,0.411946667,0.392803333,0.427686667,0.678701667,0.421156667
1.446661266,0.440331667,0.582218333,0.339215,0.229671667,0.316058333,0.271638333,0.318018333,0.36826,0.198993333,0.257951667,0.242788333,0.371153333,0.511168333,0.30178,0.502898333,0.636871667,0.74221,0.581168333,0.404036667,0.479306667,0.531971667,0.678981667,0.515441667
1.432194719,0.427263333,0.55176,0.324171667,0.214058333,0.307088333,0.263728333,0.313963333,0.403586667,0.196096667,0.247415,0.231963333,0.364131667,0.595243333,0.33962,0.566251667,0.635183333,0.71792,0.65895,0.395373333,0.550538333,0.626405,0.684176667,0.58563
1.417728173,0.418848333,0.534853333,0.309965,0.188566667,0.290916667,0.25422,0.305428333,0.402488333,0.195811667,0.244348333,0.2224,0.355838333,0.620898333,0.356605,0.536435,0.621145,0.673698333,0.677,0.383953333,0.560061667,0.65066,0.682401667,0.589493333
1.403261326,0.41859,0.527051667,0.30318,0.180026667,0.286653333,0.248458333,0.295475,0.38092,0.197061667,0.250156667,0.218751667,0.350205,0.571448333,0.346888333,0.453468333,0.609125,0.637971667,0.639871667,0.36599,0.517678333,0.58328,0.665535,0.542301667
1.388794779,0.423526667,0.522775,0.293418333,0.187536667,0.290135,0.250871667,0.27354,0.354078333,0.189895,0.251886667,0.216336667,0.34318,0.471541667,0.320178333,0.369585,0.603266667,0.623835,0.566078333,0.350073333,0.45279,0.479655,0.641426667,0.474591667
1.374328233,0.425615,0.520018333,0.284896667,0.193745,0.287275,0.250816667,0.254315,0.314681667,0.180978333,0.245615,0.214796667,0.330873333,0.395135,0.292368333,0.298023333,0.601476667,0.637145,0.486163333,0.342478333,0.380023333,0.394003333,0.624925,0.399265
1.359861686,0.41311,0.516268333,0.281541667,0.180666667,0.276093333,0.233185,0.2429,0.266578333,0.177626667,0.234133333,0.208293333,0.321328333,0.34314,0.265566667,0.237606667,0.605263333,0.658465,0.41904,0.338838333,0.31835,0.332608333,0.609565,0.329965
1.34539514,0.39887,0.50608,0.280318333,0.157593333,0.263861667,0.212818333,0.228316667,0.232161667,0.178181667,0.217646667,0.193341667,0.316863333,0.305208333,0.244155,0.191981667,0.610431667,0.663525,0.366123333,0.334705,0.278706667,0.286998333,0.592893333,0.283956667
1.330928293,0.392918333,0.4835,0.278486667,0.148285,0.262085,0.208936667,0.214451667,0.218243333,0.178291667,0.206028333,0.18071,0.31355,0.281705,0.23676,0.162823333,0.614195,0.64809,0.330305,0.32949,0.260443333,0.250196667,0.590443333,0.264188333
1.316461746,0.388933333,0.456975,0.272593333,0.16691,0.262841667,0.216935,0.2106,0.213186667,0.177031667,0.209026667,0.183073333,0.30872,0.255193333,0.23472,0.145706667,0.606386667,0.627976667,0.303903333,0.325063333,0.25325,0.221768333,0.592315,0.25708
1.3019952,0.375043333,0.446595,0.26418,0.181363333,0.25363,0.225976667,0.216428333,0.207261667,0.171088333,0.218351667,0.198561667,0.307401667,0.226078333,0.234866667,0.134971667,0.59166,0.64767,0.278876667,0.322996667,0.241693333,0.204615,0.58565,0.24732
1.287528653,0.363156667,0.456985,0.259008333,0.170418333,0.244228333,0.236901667,0.216305,0.200198333,0.162615,0.215775,0.208723333,0.310773333,0.203388333,0.244051667,0.126756667,0.579711667,0.61819,0.260455,0.316976667,0.227295,0.190428333,0.581906667,0.240363333
1.273061806,0.363211667,0.467956667,0.254575,0.15627,0.250951667,0.244466667,0.203443333,0.191018333,0.160483333,0.2028,0.20161,0.305868333,0.191075,0.252778333,0.122675,0.582623333,0.570373333,0.252311667,0.305958333,0.211443333,0.174745,0.583478333,0.235356667
1.25859526,0.366381667,0.464293333,0.246556667,0.156856667,0.260595,0.233733333,0.203076667,0.180758333,0.164693333,0.19313,0.187511667,0.28934,0.177003333,0.251508333,0.123056667,0.584375,0.533708333,0.244491667,0.294025,0.192491667,0.166118333,0.578718333,0.223491667
1.244128713,0.368831667,0.452425,0.240798333,0.165006667,0.246561667,0.212648333,0.223115,0.17879,0.170278333,0.191376667,0.175586667,0.280268333,0.173586667,0.248428333,0.124026667,0.566121667,0.501268333,0.235163333,0.28548,0.183415,0.168653333,0.563356667,0.211075
1.229662166,0.370145,0.4452,0.233638333,0.158796667,0.223973333,0.199343333,0.237938333,0.183666667,0.171943333,0.190045,0.167026667,0.285646667,0.183073333,0.250201667,0.122636667,0.529245,0.48587,0.231995,0.277136667,0.189755,0.176995,0.541216667,0.207061667
1.21519562,0.367411667,0.444481667,0.219508333,0.143566667,0.208098333,0.195596667,0.232395,0.185551667,0.166993333,0.181203333,0.164925,0.293175,0.188116667,0.241191667,0.121923333,0.495118333,0.495898333,0.233871667,0.268711667,0.197375,0.186023333,0.524365,0.208063333
1.200728773,0.365398333,0.445426667,0.20883,0.133525,0.20861,0.186483333,0.21751,0.181616667,0.161913333,0.172835,0.168196667,0.296191667,0.180016667,0.212795,0.124771667,0.484888333,0.51801,0.240073333,0.270711667,0.19832,0.19296,0.521908333,0.206548333
1.186262226,0.37408,0.446915,0.215115,0.133193333,0.225353333,0.167666667,0.212163333,0.174638333,0.160833333,0.17579,0.164016667,0.289765,0.167553333,0.183455,0.125011667,0.48867,0.527843333,0.251911667,0.278238333,0.199138333,0.195008333,0.526878333,0.204886667
1.17179568,0.385056667,0.441275,0.233573333,0.127408333,0.229566667,0.159483333,0.216993333,0.173623333,0.162413333,0.175845,0.147191667,0.27402,0.177623333,0.17217,0.116943333,0.489821667,0.522405,0.255973333,0.274556667,0.20022,0.194101667,0.520758333,0.205758333
1.157329133,0.388475,0.434213333,0.240333333,0.130191667,0.231981667,0.16867,0.212716667,0.169423333,0.157145,0.1633,0.135868333,0.258946667,0.1837,0.174461667,0.104906667,0.481431667,0.537713333,0.244335,0.254776667,0.19857,0.188583333,0.498753333,0.198778333
1.142862286,0.365645,0.431681667,0.227705,0.13832,0.230335,0.173898333,0.185643333,0.16003,0.133931667,0.150691667,0.131611667,0.248086667,0.1676,0.180491667,0.097746667,0.469008333,0.500553333,0.225361667,0.229583333,0.189958333,0.176083333,0.474415,0.187431667
1.12839574,0.337381667,0.411528333,0.205293333,0.130055,0.217358333,0.155308333,0.152536667,0.142701667,0.103761667,0.142128333,0.124098333,0.226455,0.141925,0.170361667,0.092636667,0.447301667,0.452383333,0.20558,0.217918333,0.167111667,0.162191667,0.454123333,0.178716667
1.113929193,0.313096667,0.375325,0.188613333,0.108226667,0.195286667,0.130503333,0.13559,0.117386667,0.092625,0.129858333,0.126198333,0.205936667,0.135455,0.150456667,0.083325,0.418185,0.418531667,0.19382,0.219633333,0.143243333,0.147758333,0.442313333,0.164068333
